Id,Name,Image_url,Tutorial_url,Description,Type,Level1,Level2
196,改变主题的三元图,https://openbiox.github.io/Bizard/images/Correlation/TernaryPlot_fig3.png,https://openbiox.github.io/Bizard/zh/Correlation/TernaryPlot.html#fig-Fig3,改变三元图主题使用 theme_bw(),三元图,BASICS,Correlation
197,美化三元图,https://openbiox.github.io/Bizard/images/Correlation/TernaryPlot_fig4.png,https://openbiox.github.io/Bizard/zh/Correlation/TernaryPlot.html#fig-Fig4,调整颜色和主题来美化三元图,三元图,BASICS,Correlation
198,基础条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-BasicPlot,基础条形图使用 ggplot2 包和 TCGA-BRCA 数据集,条形图,BASICS,Ranking
199,基础条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-coord_flip-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-coord_flip,利用 coord_flip() 翻转坐标轴,条形图,BASICS,Ranking
200,基础条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Color-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-Color,基础条形图颜色设置,条形图,BASICS,Ranking
201,基础条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Grey-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-Grey,灰度条形图,条形图,BASICS,Ranking
202,基础条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Pattern-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-Pattern,纹理条形图,条形图,BASICS,Ranking
203,可变宽度条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Barwidth-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-Barwidth,可变宽度条形图实现了样本数量的可视化，用条形宽度来表示样本数量,条形图,BASICS,Ranking
204,误差线条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-BasicErrorbar-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-BasicErrorbar,基础误差线条形图,条形图,BASICS,Ranking
205,误差线条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-MultiErrorbar-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-MultiErrorbar,ggplot2提供了多种误差线的类型，这里我们提供四种示例,条形图,BASICS,Ranking
206,误差线条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-pvalue-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-pvalue,添加差异分析到误差线条形图,条形图,BASICS,Ranking
207,堆积条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-stack-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-stack,堆积条形图使用 ggplot2 包和 penguins 数据集,条形图,BASICS,Ranking
208,百分比条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-percent-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-percent,百分比条形图使用 ggplot2 包和 mpg 数据集,条形图,BASICS,Ranking
209,并列条形图,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-dodge2-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-dodge2,在包含组内分组时，我们还可以通过设置 position 参数来绘制并列条形图,条形图,BASICS,Ranking
210,条形图的变形,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Pyramid-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-Pyramid,金字塔图使用 ggplot2 包和人工创建数据集,条形图,BASICS,Ranking
211,条形图的变形,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Deviation-1.png,https://openbiox.github.io/Bizard/zh/Ranking/BarPlot.html#fig-Deviation,偏差图使用 ggplot2 包和人工创建数据集,条形图,BASICS,Ranking
212,基础雷达图,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Radar.html#fig-BasicPlot,基础雷达图使用 fmsb 包和 iris 数据集,雷达图,BASICS,Ranking
213,基础雷达图,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-BasicPlotTCGA-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Radar.html#fig-BasicPlotTCGA,基础雷达图使用 fmsb 包和 TCGA 数据,雷达图,BASICS,Ranking
214,基础雷达图,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-parameter-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Radar.html#fig-parameter,调整基础雷达图参数使用 fmsb 包和 iris 数据集,雷达图,BASICS,Ranking
215,多组群雷达图,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-Multigroup-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Radar.html#fig-Multigroup,多组群雷达图使用 fmsb 包和人工创建数据集,雷达图,BASICS,Ranking
216,多组群雷达图,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-Adjustpara-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Radar.html#fig-Adjustpara,调整多组群雷达图参数使用 fmsb 包和人工创建数据集,雷达图,BASICS,Ranking
217,多组群雷达图,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-AdjustparaTCGA-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Radar.html#fig-AdjustparaTCGA,多组群雷达图使用 fmsb 包和 TCGA 数据集,雷达图,BASICS,Ranking
218,基础词云图,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot1.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E5%9F%BA%E6%9C%AC%E7%BB%98%E5%9B%BE,基础词云图使用 wordcloud2 包,词云图,BASICS,Ranking
219,词云图设置颜色,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot2.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%AE%BE%E7%BD%AE%E9%A2%9C%E8%89%B2,词云图设置颜色使用参数 color = "random-dark",词云图,BASICS,Ranking
220,词云图设置颜色,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot3.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%AE%BE%E7%BD%AE%E9%A2%9C%E8%89%B2,词云图自定义颜色,词云图,BASICS,Ranking
221,词云图设置颜色,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot4.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%AE%BE%E7%BD%AE%E9%A2%9C%E8%89%B2,词云图设置背景颜色使用参数 backgroundColor = "black",词云图,BASICS,Ranking
222,词云图设置形状,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot5.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%AE%BE%E7%BD%AE%E5%BD%A2%E7%8A%B6,词云图设置形状使用参数 shape = "star",词云图,BASICS,Ranking
223,词云图旋转,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot6.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%AF%8D%E4%BA%91%E6%97%8B%E8%BD%AC,词云图设置一定的旋转角度,词云图,BASICS,Ranking
224,词云图旋转,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot7.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%AF%8D%E4%BA%91%E6%97%8B%E8%BD%AC,词云图随机旋转,词云图,BASICS,Ranking
225,英语词云图,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot8.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%8B%B1%E8%AF%AD%E8%AF%8D%E4%BA%91,英语词云图使用 demoFreq 数据,词云图,BASICS,Ranking
226,英语词云图,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot9.png,https://openbiox.github.io/Bizard/zh/Ranking/Wordcloud.html#%E8%8B%B1%E8%AF%AD%E8%AF%8D%E4%BA%91,英语词云图使用 pubmed 摘要文本,词云图,BASICS,Ranking
227,基础平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-BasicPlot,基础平行坐标图使用 ggally 包和 iris 数据集,平行坐标图,BASICS,Ranking
228,基础平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-CustomColor-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-CustomColor,自定义颜色、主题、整体外观,平行坐标图,BASICS,Ranking
229,基础平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-scale-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-scale,这四个图展示了不同的标准化方法对iris数据集的影响,平行坐标图,BASICS,Ranking
230,基础平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-highlight-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-highlight,突出显示组的基础平行坐标图,平行坐标图,BASICS,Ranking
231,使用 MASS 包绘制平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASS-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-MASS,基础平行坐标图使用 MASS 包和 iris 数据集,平行坐标图,BASICS,Ranking
232,使用 MASS 包绘制平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASSlegend-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-MASSlegend,使用 legend() 添加图例,平行坐标图,BASICS,Ranking
233,使用 MASS 包绘制平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASSreorder-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-MASSreorder,重新排序变量,平行坐标图,BASICS,Ranking
234,使用 MASS 包绘制平行坐标图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASShighlight-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-MASShighlight,突出显示组,平行坐标图,BASICS,Ranking
235,凹凸图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BasicBump-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-BasicBump,凹凸图使用 ggbump 包和 TCGA-CHOL 数据集,平行坐标图,BASICS,Ranking
236,凹凸图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BumpChangeColor-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-BumpChangeColor,凹凸图改变颜色,平行坐标图,BASICS,Ranking
237,凹凸图,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BumpLabel-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Parallel.html#fig-BumpLabel,凹凸图添加标签和标题,平行坐标图,BASICS,Ranking
238,基础棒棒糖图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-BasicPlot,基础棒棒糖图使用 ggplot2 包和 TCGA-BRCA 数据集,棒棒糖图,BASICS,Ranking
239,基础棒棒糖图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-Basicpenguin-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-Basicpenguin,基础棒棒糖图使用 ggplot2 包和 penguin 数据集,棒棒糖图,BASICS,Ranking
240,自定义外观棒棒糖图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-Colorstyle-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-Colorstyle,棒棒糖图改变颜色与样式,棒棒糖图,BASICS,Ranking
241,自定义外观棒棒糖图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-flip-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-flip,棒棒糖图翻转与基线,棒棒糖图,BASICS,Ranking
242,高亮棒棒糖图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-highlight-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-highlight,高亮特定数据和添加标签使用 annotate() 函数,棒棒糖图,BASICS,Ranking
243,棒棒糖图颜色区分,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-ifelse-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-ifelse,用不同的颜色表示不同来源的数据,棒棒糖图,BASICS,Ranking
244,哑铃图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-dumbbell-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-dumbbell,哑铃图使用 ggalt 包和 pinguin 数据集,棒棒糖图,BASICS,Ranking
245,哑铃图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-Addmean-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-Addmean,使用 geom_point 添加均值点到哑铃图,棒棒糖图,BASICS,Ranking
246,哑铃图,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-AddDef-1.png,https://openbiox.github.io/Bizard/zh/Ranking/Lollipop.html#fig-AddDef,添加差异分析到哑铃图,棒棒糖图,BASICS,Ranking
247,基础圆形条形图,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/zh/Ranking/CircularBarplot.html#fig-BasicPlot,基础圆形条形图使用 ggplot2 包和 iris 数据集,圆形条形图,BASICS,Ranking
248,基础圆形条形图,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addlabel-1.png,https://openbiox.github.io/Bizard/zh/Ranking/CircularBarplot.html#fig-Addlabel,添加标签到基础圆形条形图,圆形条形图,BASICS,Ranking
249,基础圆形条形图,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addgap-1.png,https://openbiox.github.io/Bizard/zh/Ranking/CircularBarplot.html#fig-Addgap,添加间隙到基础圆形条形图,圆形条形图,BASICS,Ranking
250,分组圆形条形图,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addgroupgap-1.png,https://openbiox.github.io/Bizard/zh/Ranking/CircularBarplot.html#fig-Addgroupgap,组间添加间隙,圆形条形图,BASICS,Ranking
251,分组圆形条形图,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addgroupgap-size-1.png,https://openbiox.github.io/Bizard/zh/Ranking/CircularBarplot.html#fig-Addgroupgap-size,按组间大小排列,圆形条形图,BASICS,Ranking
252,美化圆形条形图,https://openbiox.github.io/Bizard/images/CircularBarplot_plot1.png,https://openbiox.github.io/Bizard/zh/Ranking/CircularBarplot.html#fig-Beautify1,美化圆形条形图使用 ggplot 包,圆形条形图,BASICS,Ranking
253,基础表格图,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot1.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-BasicPlot,基础表格图使用 gt 包和 iris 数据集,表格图,BASICS,Ranking
254,表格图数据居中,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot2.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-align,表格图数据居中使用参数 auto_align = FALSE,表格图,BASICS,Ranking
255,表格图添加标题,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot3.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-Addtitle,使用 tab_heade() 添加主标题和副标题,表格图,BASICS,Ranking
256,表格图添加脚注,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot4.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-footnote,使用 tab_footnote() 添标题的脚注,表格图,BASICS,Ranking
257,表格图添加合并单元格标签,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot5.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-merge,使用 tab_spanner() 添加合并单元格标签,表格图,BASICS,Ranking
258,表格图添加高亮列/高亮行,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot6.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-highlight,使用 gt_highlight_cols/rows() 添加高亮列/高亮行,表格图,BASICS,Ranking
259,表格图添加文本,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot7.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-Addtext,使用 md() 和 html() 添加文本,表格图,BASICS,Ranking
260,表格图更改样式,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot8.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-treeline,三线表,表格图,BASICS,Ranking
261,表格图更改样式,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot9.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-wholeline,全边框表格,表格图,BASICS,Ranking
262,表格图更改文本样式,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot10.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-textstyle,使用 tab_style() 更改文本样式,表格图,BASICS,Ranking
263,表格图更改填充样式,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot11.png,https://openbiox.github.io/Bizard/zh/Ranking/Table.html#fig-Fillstyle,使用 tab_style() 更改填充样式,表格图,BASICS,Ranking
264,基础韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-1.1BasicVeen-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-1.1BasicVeen,基础韦恩图使用 ggVennDiagram 包和人工创建数据集,韦恩图,BASICS,Ranking
265,美化韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.1Color1-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-2.1Color1,使用 scale_fill_gradient() 设置颜色,韦恩图,BASICS,Ranking
266,美化韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.2Color2-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-2.2Color2,使用 scale_fill_gradient2() 设置颜色,韦恩图,BASICS,Ranking
267,美化韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.3Color3-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-2.3Color3,使用 scale_fill_distiller() 设置颜色,韦恩图,BASICS,Ranking
268,美化韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.4Color4-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-2.4Color4,使用 scale_fill_gradientn() 设置颜色,韦恩图,BASICS,Ranking
269,美化韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.5edge-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-2.5edge,使用 edge_lty 和 edge_size 参数设置边框,韦恩图,BASICS,Ranking
270,美化韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.6font-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-2.6font,使用参数 label 设置字体,韦恩图,BASICS,Ranking
271,使用 VennDiagram 包绘制韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.1venn.diagram-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-3.1venn.diagram,使用 VennDiagram 包绘制韦恩图,韦恩图,BASICS,Ranking
272,使用 VennDiagram 包绘制韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.2Color-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-3.2Color,使用 VennDiagram 包设置颜色,韦恩图,BASICS,Ranking
273,使用 VennDiagram 包绘制韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.3line-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-3.3line,使用 VennDiagram 包设置线条,韦恩图,BASICS,Ranking
274,使用 VennDiagram 包绘制韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.4font-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-3.4font,使用 VennDiagram 包设置字体,韦恩图,BASICS,Ranking
275,使用 VennDiagram 包绘制韦恩图,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.5scaled-1.png,https://openbiox.github.io/Bizard/zh/Ranking/VennPlot.html#fig-3.5scaled,使用 VennDiagram 包设置缩放,韦恩图,BASICS,Ranking
276,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.1BasicUpset-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.1BasicUpset-1,基础 Upset 图使用列表格式数据集,Upset图,BASICS,Ranking
277,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.1BasicUpset-2.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.1BasicUpset-2,基础 Upset 图使用表达式格式数据集,Upset图,BASICS,Ranking
278,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.1BasicUpset-3.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.1BasicUpset-3,基础 Upset 图使用数据框格式数据集,Upset图,BASICS,Ranking
279,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.2nsets-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.2nsets,设置 nset 为 6，使用 mutations 数据集,Upset图,BASICS,Ranking
280,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.3order.by-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.3order.by-1,关键参数: order.by,Upset图,BASICS,Ranking
281,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.3order.by-2.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.3order.by-2,设置参数 order.by = "degree",Upset图,BASICS,Ranking
282,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.3order.by-3.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.3order.by-3,设置参数 order.by = "freq",Upset图,BASICS,Ranking
283,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.4sets-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.4sets,"指定""TTN"",""NF1"",""FLG"",""KEL""四个基因为目标集合，并使集合柱状图顺序与 sets 参数一致保持",Upset图,BASICS,Ranking
284,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.5empty.intersections-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.5empty.intersections,显示空交集,Upset图,BASICS,Ranking
285,基础 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.6decreasing-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-1.6decreasing,调换排序方向,Upset图,BASICS,Ranking
286,个性化 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.1mb.ratio-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-2.1mb.ratio,"设置参数 mb.ratio=c(0.5,0.5)",Upset图,BASICS,Ranking
287,个性化 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.2color-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-2.2color,UpSetR 包提供了多个参数可以设置 Upset 图中不同部分的颜色,Upset图,BASICS,Ranking
288,个性化 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.3queries-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-2.3queries,使用 queries 参数突出某些交集,Upset图,BASICS,Ranking
289,个性化 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.4font-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-2.4font,调整标签与字体,Upset图,BASICS,Ranking
290,进阶 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.1params-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-3.1params,使用 queries 参数突出某些部分,Upset图,BASICS,Ranking
291,进阶 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.2expression-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-3.2expression,使用 expression 参数进一步限制查询条件,Upset图,BASICS,Ranking
292,进阶 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.3continue-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-3.3continue,Upset 图连续变量,Upset图,BASICS,Ranking
293,进阶 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.4attribute.plots-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-3.4attribute.plots,关键参数: attribute.plots,Upset图,BASICS,Ranking
294,进阶 Upset 图,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.5boxplot.summary-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-3.5boxplot.summary,关键参数: boxplot.summary,Upset图,BASICS,Ranking
295,Upset 图生物数据示例,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-4.1boxplot.summary-1.png,https://openbiox.github.io/Bizard/zh/Ranking/UpsetPlot.html#fig-4.1boxplot.summary,使用 ggupset 包中的 df_complex_conditions 数据集,Upset图,BASICS,Ranking
296,使用 iris 数据绘制条形图,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig1GroupBar-1.png,https://openbiox.github.io/Bizard/zh/Composition/GroupedBarplot.html#%E5%88%86%E7%BB%84%E6%9D%A1%E5%BD%A2%E5%9B%BE,分组条形图使用 ggplot2 包和 iris 数据集,分组和堆叠条形图,BASICS,Composition
