Id,Name,Image_url,Tutorial_url,Description,Type,Level1,Level2
184,Distribution of Samples in PCA,https://openbiox.github.io/Bizard/Correlation/PCAplot_files/figure-html/fig-2.2fviz_pca_biplot-1.png,https://openbiox.github.io/Bizard/Correlation/PCAplot.html#fig-2.2fviz_pca_biplot,Distribution of samples in PCA using the viz_pca_biplot() and iris dataset,PCA Plot,BASICS,Correlation
185,Distribution of Samples in PCA,https://openbiox.github.io/Bizard/Correlation/PCAplot_files/figure-html/fig-2.2ggplot2-1.png,https://openbiox.github.io/Bizard/Correlation/PCAplot.html#fig-2.2ggplot2,Distribution of samples in PCA using the ggplot2 and iris dataset,PCA Plot,BASICS,Correlation
186,PCA Analysis Using FactoMineR Package,https://openbiox.github.io/Bizard/Correlation/PCAplot_files/figure-html/fig-3.1FactoMineR-1.png,https://openbiox.github.io/Bizard/Correlation/PCAplot.html#fig-3.1FactoMineR,PCA analysis using FactoMineR package and iris dataset,PCA Plot,BASICS,Correlation
187,UMAP Visualization of Clinical Phenotype Data,https://openbiox.github.io/Bizard/images/Correlation/UMAPplot_fig1-1.png,https://openbiox.github.io/Bizard/Correlation/UMAPplot.html#fig-1-1,UMAP visualization of clinical phenotype data using umap package,UMAP Plot,BASICS,Correlation
188,UMAP Visualization of Clinical Phenotype Data,https://openbiox.github.io/Bizard/images/Correlation/UMAPplot_fig1-2.png,https://openbiox.github.io/Bizard/Correlation/UMAPplot.html#fig-1-2,Adjusting different parameters in UMAP to adjust the dimensionality reduction effect,UMAP Plot,BASICS,Correlation
189,Seurat UMAP Visualization,https://openbiox.github.io/Bizard/images/Correlation/UMAPplot_fig2-1.png,https://openbiox.github.io/Bizard/Correlation/UMAPplot.html#fig-2-1,Seurat provides the UMAP dimensionality reduction visualization interface function DimPlot(),UMAP Plot,BASICS,Correlation
190,ggplot2 Custom UMAP Visualization,https://openbiox.github.io/Bizard/images/Correlation/UMAPplot_fig3-1.png,https://openbiox.github.io/Bizard/Correlation/UMAPplot.html#fig-3-1,Using the ggplot2 package to customize the UMAP plot,UMAP Plot,BASICS,Correlation
191,Basic Biplot,https://openbiox.github.io/Bizard/Correlation/Biplot_files/figure-html/fig-1.1BasicPlot-1.png,https://openbiox.github.io/Bizard/Correlation/Biplot.html#fig-1.1BasicPlot,Basic biplot using the ggbiplot package and iris dataset,Biplot,BASICS,Correlation
192,Add Cluster Labels for Biplot,https://openbiox.github.io/Bizard/Correlation/Biplot_files/figure-html/fig-2.1AddLabel-1.png,https://openbiox.github.io/Bizard/Correlation/Biplot.html#fig-2.1AddLabel,Calculate the cluster centers and add labels to more intuitively display the names of different categories,Biplot,BASICS,Correlation
193,Use Sample Names Instead of Points for Biplot,https://openbiox.github.io/Bizard/Correlation/Biplot_files/figure-html/fig-3.1SampleName-1.png,https://openbiox.github.io/Bizard/Correlation/Biplot.html#fig-3.1SampleName,"In order to show the position of different samples in PCA analysis, we can display them by setting labels",Biplot,BASICS,Correlation
194,Basic Ternary Plot,https://openbiox.github.io/Bizard/images/Correlation/TernaryPlot_fig1.png,https://openbiox.github.io/Bizard/Correlation/TernaryPlot.html#fig-Fig1,Basic ternary plot using the ggtern package,Ternary Plot,BASICS,Correlation
195,Theme Change for Ternary Plot,https://openbiox.github.io/Bizard/images/Correlation/TernaryPlot_fig2.png,https://openbiox.github.io/Bizard/Correlation/TernaryPlot.html#fig-Fig2,Theme change for ternary plot using theme_tropical(),Ternary Plot,BASICS,Correlation
196,Theme Change for Ternary Plot,https://openbiox.github.io/Bizard/images/Correlation/TernaryPlot_fig3.png,https://openbiox.github.io/Bizard/Correlation/TernaryPlot.html#fig-Fig3,Theme change for ternary plot using theme_bw(),Ternary Plot,BASICS,Correlation
197,Beautify Ternary Plot,https://openbiox.github.io/Bizard/images/Correlation/TernaryPlot_fig4.png,https://openbiox.github.io/Bizard/Correlation/TernaryPlot.html#fig-Fig4,Adjusting color and theme to beautify ternary plot ,Ternary Plot,BASICS,Correlation
198,Basic Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-BasicPlot,Basic bar plot using the ggplot2 package and TCGA-BRCA dataset,Bar Plot,BASICS,Ranking
199,Basic Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-coord_flip-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-coord_flip,Use coord_flip() to flip the coordinate axes,Bar Plot,BASICS,Ranking
200,Basic Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Color-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-Color,Color settings for basic bar plot,Bar Plot,BASICS,Ranking
201,Basic Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Grey-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-Grey,Change the grayscale for basic bar plot,Bar Plot,BASICS,Ranking
202,Basic Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Pattern-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-Pattern,Change the texture for basic bar plot,Bar Plot,BASICS,Ranking
203,Variable Width Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Barwidth-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-Barwidth,"The variable width bar chart visualizes the number of samples, using the width of the bar to represent the number of samples",Bar Plot,BASICS,Ranking
204,Error Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-BasicErrorbar-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-BasicErrorbar,Basic error bar plot,Bar Plot,BASICS,Ranking
205,Error Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-MultiErrorbar-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-MultiErrorbar,"ggplot2 provides a variety of error bar types, here we provide four examples",Bar Plot,BASICS,Ranking
206,Error Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-pvalue-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-pvalue,Add differential analysis for error bar plot,Bar Plot,BASICS,Ranking
207,Stacked Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-stack-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-stack,Stacked bar plot using the ggplot2 package and penguins dataset,Bar Plot,BASICS,Ranking
208,Percentage Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-percent-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-percent,Percentage bar plot using the ggplot2 package and mpg dataset,Bar Plot,BASICS,Ranking
209,Side-By-Side Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-dodge2-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-dodge2,"When including grouping within groups, we can also draw side-by-side bar plot by setting the position parameter",Bar Plot,BASICS,Ranking
210,Deformation of Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Pyramid-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-Pyramid,Pyramid plot using the ggplot2 package and manually created dataset,Bar Plot,BASICS,Ranking
211,Deformation of Bar Plot,https://openbiox.github.io/Bizard/Ranking/BarPlot_files/figure-html/fig-Deviation-1.png,https://openbiox.github.io/Bizard/Ranking/BarPlot.html#fig-Deviation,Deviation plot usingt the ggplot2 package and manually created dataset,Bar Plot,BASICS,Ranking
212,Basic Radar Plot,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/Ranking/Radar.html#fig-BasicPlot,Basic radar plot using the fmsb package and iris dataset,Radar Plot,BASICS,Ranking
213,Basic Radar Plot,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-BasicPlotTCGA-1.png,https://openbiox.github.io/Bizard/Ranking/Radar.html#fig-BasicPlotTCGA,Basic radar plot using the fmsb package and TCGA dataset,Radar Plot,BASICS,Ranking
214,Basic Radar Plot,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-parameter-1.png,https://openbiox.github.io/Bizard/Ranking/Radar.html#fig-parameter,Adjusting parameters for basic radar plot using the fmsb package and iris dataset,Radar Plot,BASICS,Ranking
215,Multi-Group Radar Plot,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-Multigroup-1.png,https://openbiox.github.io/Bizard/Ranking/Radar.html#fig-Multigroup,Multi-group radar plot using the fmsb package and manually created dataset,Radar Plot,BASICS,Ranking
216,Multi-Group Radar Plot,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-Adjustpara-1.png,https://openbiox.github.io/Bizard/Ranking/Radar.html#fig-Adjustpara,Adjusting parameters for multi-group radar plot using the fmsb package and manually created dataset,Radar Plot,BASICS,Ranking
217,Multi-Group Radar Plot,https://openbiox.github.io/Bizard/Ranking/Radar_files/figure-html/fig-AdjustparaTCGA-1.png,https://openbiox.github.io/Bizard/Ranking/Radar.html#fig-AdjustparaTCGA,Multi-group radar plot using the fmsb package and TCGA dataset,Radar Plot,BASICS,Ranking
218,Basic Wordcloud,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot1.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#basic-plotting,Basic wordcloud using wordcloud2 package,Wordcloud,BASICS,Ranking
219,Set Color for Wordcloud,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot2.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#set-color,Set color for wordcloud with parameter color = "random-dark",Wordcloud,BASICS,Ranking
220,Set Color for Wordcloud,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot3.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#set-color,Custom colors for wordcloud,Wordcloud,BASICS,Ranking
221,Set Color for Wordcloud,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot4.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#set-color,Set the background color for wordcloud with parameter backgroundColor = "black",Wordcloud,BASICS,Ranking
222,Set Shape for Wordcloud,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot5.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#set-shape,Set shape for wordcloud with parameter shape = "star",Wordcloud,BASICS,Ranking
223,Wordcloud Rotation,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot6.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#word-cloud-rotation,Set a certain rotation angle for wordcloud,Wordcloud,BASICS,Ranking
224,Wordcloud Rotation,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot7.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#word-cloud-rotation,Set random rotation angle for wordcloud,Wordcloud,BASICS,Ranking
225,English Wordcloud,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot8.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#english-word-cloud,English wordcloud using demoFreq data,Wordcloud,BASICS,Ranking
226,English Wordcloud,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/Wordcloud_plot9.png,https://openbiox.github.io/Bizard/Ranking/Wordcloud.html#english-word-cloud,English wordcloud using pubmed abstract text,Wordcloud,BASICS,Ranking
227,Basic Parallel Coordinates Plot,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-BasicPlot,Basic parallel coordinates plot using the ggally package and iris dataset,Parallel Coordinates Plot,BASICS,Ranking
228,Basic Parallel Coordinates Plot,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-CustomColor-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-CustomColor,"Customize colors, themes, and overall appearance",Parallel Coordinates Plot,BASICS,Ranking
229,Basic Parallel Coordinates Plot,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-scale-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-scale,These four plots show the effects of different normalization methods for parallel coordinates plot on the iris dataset,Parallel Coordinates Plot,BASICS,Ranking
230,Basic Parallel Coordinates Plot,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-highlight-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-highlight,Highlight different categories for parallel coordinates plot,Parallel Coordinates Plot,BASICS,Ranking
231,Parallel Coordinates Plot Using MASS Package,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASS-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-MASS,Basic parallel coordinates plot using the MASS package and iris dataset,Parallel Coordinates Plot,BASICS,Ranking
232,Parallel Coordinates Plot Using MASS Package,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASSlegend-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-MASSlegend,Use legend() to add a legend,Parallel Coordinates Plot,BASICS,Ranking
233,Parallel Coordinates Plot Using MASS Package,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASSreorder-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-MASSreorder,Reorder variables,Parallel Coordinates Plot,BASICS,Ranking
234,Parallel Coordinates Plot Using MASS Package,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-MASShighlight-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-MASShighlight,Highlight group,Parallel Coordinates Plot,BASICS,Ranking
235,Bump Plot,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BasicBump-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-BasicBump,Basic bump plot using the ggbump package and TCGA-CHOL dataset,Parallel Coordinates Plot,BASICS,Ranking
236,Bump Plot,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BumpChangeColor-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-BumpChangeColor,Change color for bump plot,Parallel Coordinates Plot,BASICS,Ranking
237,Bump Plot,https://openbiox.github.io/Bizard/Ranking/Parallel_files/figure-html/fig-BumpLabel-1.png,https://openbiox.github.io/Bizard/Ranking/Parallel.html#fig-BumpLabel,Add labels and titles for bump plot,Parallel Coordinates Plot,BASICS,Ranking
238,Basic Lollipop Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-BasicPlot,Basic lollipop plot using ggplot2 package and TCGA-BRCA dataset,Lollipop Plot,BASICS,Ranking
239,Basic Lollipop Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-Basicpenguin-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-Basicpenguin,Basic lollipop plot using ggplot2 package and penguin dataset,Lollipop Plot,BASICS,Ranking
240,Customize Appearance for Lollipop Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-Colorstyle-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-Colorstyle,Change color and style for lollipop plot,Lollipop Plot,BASICS,Ranking
241,Customize Appearance for Lollipop Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-flip-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-flip,Change flip and baseline for lollipop plot,Lollipop Plot,BASICS,Ranking
242,Highlight Lollipop Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-highlight-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-highlight,Highlight the specified data and add labels using the annotate() function,Lollipop Plot,BASICS,Ranking
243,Color differentiation for Lollipop Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-ifelse-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-ifelse,Using different colors to represent data from different sources,Lollipop Plot,BASICS,Ranking
244,Dumbbell Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-dumbbell-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-dumbbell,Dumbbell plot using the ggalt package and pinguin dataset,Lollipop Plot,BASICS,Ranking
245,Dumbbell Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-Addmean-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-Addmean,Using geom_point to add mean points to dumbbell plot,Lollipop Plot,BASICS,Ranking
246,Dumbbell Plot,https://openbiox.github.io/Bizard/Ranking/Lollipop_files/figure-html/fig-AddDef-1.png,https://openbiox.github.io/Bizard/Ranking/Lollipop.html#fig-AddDef,Add difference analysis to dumbbell plot,Lollipop Plot,BASICS,Ranking
247,Basic Circular Barplot,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/Ranking/CircularBarplot.html#fig-BasicPlot,Basic circular barplot using the ggplot2 package and iris dataset,Circular Barplot,BASICS,Ranking
248,Basic Circular Barplot,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addlabel-1.png,https://openbiox.github.io/Bizard/Ranking/CircularBarplot.html#fig-Addlabel,Add labels to circular barplot,Circular Barplot,BASICS,Ranking
249,Basic Circular Barplot,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addgap-1.png,https://openbiox.github.io/Bizard/Ranking/CircularBarplot.html#fig-Addgap,Add a gap to circular barplot,Circular Barplot,BASICS,Ranking
250,Grouping Circular Barplot,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addgroupgap-1.png,https://openbiox.github.io/Bizard/Ranking/CircularBarplot.html#fig-Addgroupgap,Add gaps between groups,Circular Barplot,BASICS,Ranking
251,Grouping Circular Barplot,https://openbiox.github.io/Bizard/Ranking/CircularBarplot_files/figure-html/fig-Addgroupgap-size-1.png,https://openbiox.github.io/Bizard/Ranking/CircularBarplot.html#fig-Addgroupgap-size,Arranged by group size,Circular Barplot,BASICS,Ranking
252,Beautify Circular Barplot,https://openbiox.github.io/Bizard/images/CircularBarplot_plot1.png,https://openbiox.github.io/Bizard/Ranking/CircularBarplot.html#fig-Beautify1,Beautify circular barplot using ggplot package,Circular Barplot,BASICS,Ranking
253,Basic Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot1.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-BasicPlot,Basic table using the gt package and iris dataset,Table,BASICS,Ranking
254,Centered Data for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot2.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-align,Centered data for table with parameter auto_align = FALSE,Table,BASICS,Ranking
255,Add Title for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot3.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-Addtitle,Using tab_header() adds a main title and subtitle,Table,BASICS,Ranking
256,Add Footnotes for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot4.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-footnote,Using tab_footnote() to add footnotes for titles,Table,BASICS,Ranking
257,Add Merge Cell Label for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot5.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-merge,Using tab_spanner() adds a tab for merged cells,Table,BASICS,Ranking
258,Add Highlighted Columns/Rows for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot6.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-highlight,Using gt_highlight_cols/rows() adds highlighted columns/rows,Table,BASICS,Ranking
259,Add Text for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot7.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-Addtext,Using md() and html() add text,Table,BASICS,Ranking
260,Change Style for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot8.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-treeline,Three-wire table,Table,BASICS,Ranking
261,Change Style for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot9.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-wholeline,Full-border table,Table,BASICS,Ranking
262,Change Text Style for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot10.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-textstyle,Using tab_style() changes text style,Table,BASICS,Ranking
263,Change Fill Style for Table,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Table_plot11.png,https://openbiox.github.io/Bizard/Ranking/Table.html#fig-Fillstyle,Using tab_style() changes fill style,Table,BASICS,Ranking
264,Basic Venn Plot,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-1.1BasicVeen-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-1.1BasicVeen,Basic venn plot using the ggVennDiagram package and manually created dataset,Veen Plot,BASICS,Ranking
265,Beautify Venn Plot,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.1Color1-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-2.1Color1,Color setting with scale_fill_gradient(),Veen Plot,BASICS,Ranking
266,Beautify Venn Plot,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.2Color2-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-2.2Color2,Color setting with scale_fill_gradient2(),Veen Plot,BASICS,Ranking
267,Beautify Venn Plot,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.3Color3-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-2.3Color3,Color setting with scale_fill_distiller(),Veen Plot,BASICS,Ranking
268,Beautify Venn Plot,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.4Color4-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-2.4Color4,Color setting with scale_fill_gradientn(),Veen Plot,BASICS,Ranking
269,Beautify Venn Plot,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.5edge-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-2.5edge,Edge setting with parameter edge_lty and edge_size,Veen Plot,BASICS,Ranking
270,Beautify Venn Plot,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-2.6font-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-2.6font,Font setting with parameter label,Veen Plot,BASICS,Ranking
271,VennDiagram,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.1venn.diagram-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-3.1venn.diagram,Draw venn plot using the VennDiagram package,Veen Plot,BASICS,Ranking
272,VennDiagram,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.2Color-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-3.2Color,Color setting using VennDiagram package,Veen Plot,BASICS,Ranking
273,VennDiagram,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.3line-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-3.3line,Line setting using VennDiagram package,Veen Plot,BASICS,Ranking
274,VennDiagram,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.4font-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-3.4font,Font setting using VennDiagram package,Veen Plot,BASICS,Ranking
275,VennDiagram,https://openbiox.github.io/Bizard/Ranking/VennPlot_files/figure-html/fig-3.5scaled-1.png,https://openbiox.github.io/Bizard/Ranking/VennPlot.html#fig-3.5scaled,Scaled using VennDiagram package,Veen Plot,BASICS,Ranking
276,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.1BasicUpset-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.1BasicUpset-1,Basic upset plot using list format dataset,Upset Plot,BASICS,Ranking
277,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.1BasicUpset-2.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.1BasicUpset-2,Basic upset plot using expression format dataset,Upset Plot,BASICS,Ranking
278,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.1BasicUpset-3.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.1BasicUpset-3,Basic upset plot using data frame format dataset,Upset Plot,BASICS,Ranking
279,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.2nsets-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.2nsets,Set nset to 6 and use the mutations dataset,Upset Plot,BASICS,Ranking
280,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.3order.by-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.3order.by-1,Key Parameters: order.by,Upset Plot,BASICS,Ranking
281,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.3order.by-2.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.3order.by-2,order.by = "degree",Upset Plot,BASICS,Ranking
282,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.3order.by-3.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.3order.by-3,order.by = "freq",Upset Plot,BASICS,Ranking
283,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.4sets-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.4sets,"Specify ""TTN"", ""NF1"", ""FLG"", ""KEL"" as the target set, and keep the order of the set bar graph consistent with the sets parameter",Upset Plot,BASICS,Ranking
284,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.5empty.intersections-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.5empty.intersections,Show Empty Intersections,Upset Plot,BASICS,Ranking
285,Basic Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-1.6decreasing-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-1.6decreasing,Reverse sort direction,Upset Plot,BASICS,Ranking
